ID	coculture_1_0d	coculture_2_0d	coculture_3_0d	coculture_1_9d	coculture_2_9d	coculture_3_9d	coculture_1_70d	coculture_2_70d	coculture_3_70d	coculture_1_450d	coculture_2_450d	coculture_3_450d	coculture_1_720d	coculture_2_720d	coculture_3_720d
Allosediminivita	0	0	0	0.073918	0	0	0	0	0	0.495477	0.404341	4.25295	4.715043	14.074009	24.3584
Alloyangia	0	0	0	0	0	0	0	0	0	0	0	0	0	0.931706	0
Alteromonas/Salinimonasgroup	0	0	0	0	0	0	0	0	0	0.242889	0.110215	0	0.158818	0.111918	0.088224
Aminobacter	0	0	0	0	0	0	0.093047	0.676598	1.65368	0	0.287536	0.784005	0.634521	3.05859	6.27812
Amnibacterium	0	0	0	0	0	0	0	0	0	0.181721	0.063219	0.056946	0.097327	0.015052	0.085331
Amphibacillus	0	0.019452	0.03311	0.203985	0.455787	0.160931	0	0	0.093	1.18771	0.572594	3.47024	0.947118	0.866689	2.71633
Ancylobacter	0	0	0	0.143204	0	0	0	0	0	0	0.189481	0	0	0	1.0468
Anianabacter	0	0	0	0	0	0	0	0	0	0.392995	0.272698	1.59753	1.27865	5.56802	8.09705
Aquamicrobium	2.595824	0	0.027198	0.031666	0.053551	0	4.290305	13.826374	13.874444	7.375363	6.048058	7.39741	18.884621	69.733546	144.749028
Aquibium	0.046626	0	0	0	0.04667	0	0	0	0	198.706177	0.795935	3.394746	916.731008	55.865867	16.564645
Aquicoccus	0	0	0	0	0	0	0.04118	0	0	1.95115	0.721636	22.166	0.60694	1.2201	1.50692
Aquiflexum	0.034792	0	0.006822	0.587072	0.241613	0.078069	0	0	0	1.76986	0.603318	1.62801	0.756485	0.546362	2.699
Aquimarina	0	0	0	0.429612	0.288561	0	0	0	0	2.5188	18.340262	9.04164	0.200986	1.163332	3.99995
Archangiaceae	0	0	0	0	0	0	0.346636	1.3581	2.10982	0	0	0	0.517146	0.186134	0
Arenibacter	0	0	0	0	0.043236	0	1.17266	0.539996	0.403832	0	0	0.627573	0	0	0
Arenimonas	0	0.02598	0	0.019551	0	0	0.759187	0.171592	0.187326	0.105309	0.165586	0	0	0	0
Aurantiacibacter	0.150097	0.053734	0	0	0	0.178887	0.713616	0.677892	2.75047	0	0.107287	0	0.942063	0.336843	0
Aurantimonas	0	0	0	0	0	0	0	0	0	6.8723	0.921707	21.8094	10.63196	1.631131	0.922644
Aureibacter	0	0.025126	0.019509	0.493271	0.361088	0.055335	0	0	0	1.89549	0.448184	1.93194	0.518947	0.529052	2.69684
Aureispira	0.161994	0	0	0.459934	0.422705	0	0.52994	0	1.39649	1.72449	0.757195	2.42779	0.79665	0.659184	2.99519
Azotobacter	0	0	0	0.906393	0	0	0	0	0	0	0.567904	0	0	0	0
Bacillus	0	0	0.830654	0	1.05621	0	0	0	0	0	0	0	0	0	0
Balneola	0	0	0.237411	0	0	0	0.107692	0	0	0.165125	0.127703	9.68622	1.06283	0.123257	0.208869
Blastococcus	0	0	0	0	0	0	0.882511	0	0	0	0	0	0	0.181275	0
Boseongicola	1.38146	5.49212	7.36297	17.2234	46.6558	48.8463	99.9479	25.8417	67.278297	46.8302	61.0434	16.99051	1.7997	0.101193	0.841795
Bradyrhizobium	0	0	0.474821	0	0	0	0	0	0	0	0	0	0	0	0
Bremerella	0	0	0.073846	0.034671	0.170359	0	0.885955	0.89101	0.257485	600.7306	646.35889	328.14796	453.48834	760.48185	910.9687
Brucella/Ochrobactrumgroup	0	0	0	0	0.076423	0	0	0	0	14.2433	0	3.30491	2.812042	0.449411	1.34229
Caballeronia	0	0	0	0	0	0	0	0	0	0.482998	0.373958	0	0.03704	0.020027	0
Caedimonas	0	0	0	0.470601	0	0	0	0	0	0	0	0	0	0	0
CandidatusMagnetoovum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carboxylicivirga	0.025443	0	0	0.012985	0.010151	0	0.525508	0.114197	0.622393	0	0	0.16527	0	0	0
Caulobacter	0	0	0	0	0	0	0	0	0	3.88286	1.09242	2.2454	0.156627	0.193389	0.790089
Celeribacter	0	0	0	0	0	0	0	0	0	0.513732	0.052398	0	0	0.153572	0.02882
Cellulomonas	0	0	0	0	0	0	0	0	0	0.795659	0.270125	3.08742	2.08158	7.03403	11.473348
Cesiribacter	0.052368	0	0	0.05346	0	0	0.70563	0.058763	0.427058	0	0	0.204105	0	0	0
Chachezhania	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53428	0
Chelativorans	0	0	0.019992	0	0	0	0.389179	0.941609	0.172695	11.097057	1.445913	6.756717	23.723098	12.392564	18.526354
Citromicrobium	0	0	0	0	0	0	0.41106	1.48839	1.09262	0	0.07895	0	0.592659	0.079751	0
Cognatiyoonia	0.650378	2.73608	4.54613	12.7794	27.0513	36.6569	70.2269	17.3091	41.6144	62.0386	15.7718	22.69475	11.833539	0.40688	13.78499
Comamonas	0	0	0	0	0	0	0	0	0	1.88485	0.290894	0	0.297125	0	0.086839
Corynebacterium	0	0	0	0	0.198197	1.01328	0	4.86628	0	0	0	0	0	0	0
Croceicoccus	0	0	0	0	0	0	0	0	0	0	2.469809	4.34568	0.02844	0.516928	0.254334
Crocinitomix	0	0	0	0.055451	0	0	0.696966	0	0.353212	0	0	0.418338	0	0	0
Cucumibacter	0	0	0	0	0	0	0	0	0	0.413647	0.308618	0	0.054246	0.029365	0.049954
Cutibacterium	0	0	0.498958	0	0	0	0	0	3.07894	0	0	0	0	0	0
Cyclobacterium	0	0	0	0	0	0	0.055968	0	0.088762	0.94405	0.178307	34.53275	0.017353	0.201528	0.359771
Defluviimonas	2.72418	0.317042	1.02342	4.6583	2.71347	0.503067	5.12085	39.5492	16.5855	14.4933	19.4893	3.92951	37.7221	23.499	19.4945
Deinococcus	0	0	0.031183	0	0	0	0.485298	0	0.174867	0.148622	0	0.069441	0	0	0.041813
Desulfocurvus	0.08893	0.01516	0.04344	0.341722	0.271989	0.125337	0.040272	0	0	2.46151	0.320956	1.73483	0.692207	0.535238	2.68708
Devosia	2.25035	0.214915	0.939911	3.60658	1.91489	0.178278	4.28056	32.82419	16.5573	21.346581	17.878272	22.06562	42.40709	23.050827	20.101669
Dinoroseobacter	292.26384	306.099481	599.044636	2839.56415	1732.67082	1708.57476	1643.06917	393.47905	448.00528	24.523684	42.688417	17.556588	0.058073	2.571969	5.151263
Dokdonia	0	0	0	0	0	0	0.083888	0	0	0.388827	0.130307	9.81535	0	0.064677	0.108758
Donghicola	0	0	0	0	0	0	0	0	0	5.98999	0	0	0.186371	0.582773	0.212665
Echinicola	0	0	0	0	0	0	0.335882	0	0.51878	0	0	0.2747	0	0	0
Eilatimonas	0	0	0	0	0	0	0	0	0	5.99388	1.06132	2.37617	0.469931	0.245463	1.27019
Ekhidna	0	0	0	0	0	0	0.251665	0	0	0.657937	0.452353	30.509	0.246534	0.194031	0.444715
Emticicia	0	0	0	0	0	0	0	0	0	0.227336	0.059439	11.6135	0	0.183556	0.14417
Enterobacter	0	0	0.970651	0	0	0	0	0	0	0	0	0	0	0	0
Erythrobacter/Porphyrobactergroup	0.716507	0.037247	0.112854	0.784375	0.143896	0.701321	43.436009	53.608407	98.851894	8.149685	59.362338	115.185519	36.516685	19.874976	8.808602
Escherichia	0	0	2.316121	0	3.400173	0	0	0	0	0	0	0	0	0	0
Euryhalocaulis	0	0	0.027015	0	0	0.015361	0.444656	0.061684	0.313849	0	0.019873	0.071418	0	0	0
Ferrovibrio	0	0	0	0	0.015326	0	0	0	0	5.52523	2.16286	53.8875	1.424547	3.45835	3.62557
Flagellatimonas	0.248192	0.370981	0.914416	0.014593	0.019773	0.345041	43.776802	6.300326	25.117033	4.271981	7.891515	6.061826	0.038072	0.356109	0.691735
Flagellimonas	825.46526	114.08876	164.144116	513.518643	133.98083	88.845968	14.049233	24.169971	14.172249	96.794323	22.465114	19.142764	345.047986	156.268913	535.329306
Flammeovirga	0	0	0	0.108435	0.019941	0	1.55672	0	0.690781	0	0	0.818355	0	0	0
Flavihumibacter	16.7098	1.77399	2.17274	8.04062	2.74023	1.84633	0.277125	0	0.328413	2.71754	0.571139	0	2.91674	0.678587	0.759071
Flavilitoribacter	0	0	0	0	0	0	0.646626	0.223967	1.14945	0	0	0.389279	0	0	0
Flavobacterium	0	0	0.028164	0.63782	0.268599	0.166592	0	0	0	0.719225	0.419181	2.18118	0.663571	0.486312	2.79554
Fluviibacterium	0	0.094247	0.156523	4.13502	0.874639	0.564612	1.25189	2.88311	8.78658	1.73059	0.1263	0.454427	0.209349	0.167114	0.108494
Fodinibius	12.5983	2.11309	2.742	8.17211	2.07757	1.07548	0.159636	0.265517	0.289564	1.33703	0.342068	0.076857	2.61652	1.1866	0.549081
Fodinicurvata	0	0	0	0	0	0	0	0	0	0	1.1813	4.10346	3.29977	10.4428	17.5905
Fontimonas	0	0.015552	0.008905	0	0	0	0.454446	0	0.149196	0	0.032905	0.059297	0	0	0
Fontisubflavum	6.584763	7.634352	13.24658	35.44522	73.30196	81.451527	154.23537	107.7991	121.1934	62.2773	64.114	15.30451	52.476032	31.47849	26.405661
Franzmannia	0	0	0	0	0	0	0	0	0	0	0	0	0.358989	0	0.402301
Frigidibacter	0	0	0	0	0	0	0	0	0	0.21078	0.182347	1.71008	1.30776	4.69918	7.73205
Fulvivirga	0	0	0	0	0	0	0.197835	0	0	0.656306	0.154946	29.27	0	0.198609	0.111929
Galbibacter	0	0	0	0	0	0	0	0	0	0.241416	0.060968	13.4878	0.111599	0.270917	0.236563
Gellertiella	0	0	0	0	0	0	0.055482	0	0	3.77872	0.092321	1.150938	0.408997	0.399095	0.053168
Gemmobacter	0	0	0	0	0	0	0	0	0	0.121528	0.28535	1.54225	1.15767	6.26632	8.02903
Geodermatophilus	0	0	0	0	0	0	0	0	0	0	0.080162	0.583934	0.226041	0	0.045221
Gimesia	0	0	0	0	0	0	0.067855	0	0	0.730878	0.159596	15.2156	0	0.312152	0.322101
Gimibacter	0	0	0	0.953313	0.96378	1.4236	0.751109	0	0	0	0.361431	1.00121	0	0	0
Glycocaulis	0	0.158929	0.248098	4.125647	2.103202	1.526164	7.731449	0	39.136347	1932.765729	5376.64625	1300.49697	171.489992	112.792856	147.813903
Gymnodinialimonas	0	0	0	0	0	0	0	0	0	15.511149	0.150614	4.14346	2.907671	0.104763	1.57378
Haliea	0.190823	0	0	0.062035	0.008277	0	0.258158	0	0	30.35686	4.992232	0.143077	16.6084	18.335601	17.656023
Halioglobus	0	0	0	0	0	0	0	0	0	0.657364	0	0	0.077859	0.166073	0.090858
Halomonas	0	0	0.109734	0.116153	0.603562	0.564646	0.326001	0	0	2665.487992	111.172128	401.34439	2226.320081	440.989736	740.969181
Henriciella	0.996892	0.024507	0.205702	0	0.008721	0	50.825575	108.567558	50.53942	264.887962	144.246113	59.287585	63.934008	56.139474	37.150638
Hirschia	0	0	0	0	0	0	0	0	0	5.09197	0.941623	2.08998	0.320554	0.329507	1.13874
Hoeflea	2.38237	0.288698	1.16601	4.50618	2.2276	0.755979	6.20256	40.6262	17.561	43.29141	18.393285	9.98899	43.03662	22.029776	20.64411
Hydrocarboniphaga	0	0.029474	0.09344	0	0	0	4.43513	0.122652	1.14395	0.087249	0.467158	0.419677	0	0	0.042902
Hydrogenophaga	0	0	0	0	0	0	0	0	0	2.29844	0.745006	22.9126	0.59429	1.12519	1.15212
Hyphobacterium	1.637761	0.901132	2.373453	4.627021	0.524086	0.366513	0	0	0	62.40085	2.325191	4.4711	7.564374	4.322378	40.175947
Hyphomicrobium	0.765915	0	0.467147	0	0.220208	0	0	0	0	0	0.621844	0	0	0	0
Hyphomonas	6.645466	0.809133	2.796632	13.313239	7.309688	1.90469	17.76223	108.983445	58.872	88.888296	60.240031	21.741154	115.080713	71.903421	64.553196
Ilumatobacter	0	0	0	0	0	0	0.061837	0.076992	0	0.612747	0.247801	9.713333	1.47581	0.237068	16.62219
Indioceanicola	0	0	0	0	0	0	0	0	0	4.53436	0.057923	0	28.76285	0.972729	0
Isoptericola	0	0	0	0	0	0	0	0	0	0	0	1.48547	0.203736	0	1.35416
Jannaschia	0.820892	3.47368	4.69053	13.7251	30.008607	35.9851	67.277055	23.7876	42.7226	39.074133	18.012415	29.46595	5.486926	7.81748	12.72694
Jatrophihabitans	0	0	0	0	0	0	0.050645	0.250056	0	0.232775	0.040114	0.072403	0.07138	0.038601	0.021822
Joostella	0	0	0.079244	1.58201	0.580708	0.260997	0	0	0	1.31473	1.212	2.79265	2.02434	1.16251	5.45146
Kaistia	0	0	0	0	0	0	0	0	0	1.685329	0.281764	1.364499	0.726968	1.124852	1.300424
Kaustia	0	0	0	0	0	0	0	0	0	1.01236	0	0	5.90296	0.587812	0
Kineobactrum	0	0	0	0	0	0	0	0	0	0	0	0	0.165724	0.107145	0.199756
Klebsiella/Raoultellagroup	0	0	0.576065	0	0.354258	0	0	0	0	0	0	0	0	0	0
Klenkia	0	0	0	0	0	0	0	0	0	0.147388	0.146801	0.400406	0.102517	0.036813	0.04115
Kordia	0	0	0	0	0.007686	0.021826	0.526152	0.174374	0.253837	0	0	0.302879	0	0	0
Labrenzia	1.43233	0	0.011715	0	0.036711	0	3.061035	0	0	26.744002	28.185566	27.158688	1.198534	2.671772	3.808328
Lacticaseibacillus	32.598197	5.695547	0	7.436296	0	20.74624	16.934092	33.027997	36.250378	37.492678	14.217891	35.295861	2.038534	4.763584	1.687205
Lactiplantibacillus	2.15918	0.044807	0	0.526201	0	1.401841	2.435294	0	0.905556	0.370975	1.5776	2.150214	0.043194	0	0
Lactococcus	0.536359	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Larkinella	0	0	0	0	0	0	0.02539	0	0	0.27057	0.061252	9.35633	0.00885	0.057555	0.18556
Leisingera	0	0	0.226159	0	0	0	0	0	0	0	0	0	0	0	0
Leuconostoc	0	0	0	0	0	0	0	3.0778	0	0	0	0	0.304411	0	0
Lewinella	0.057643	0	0.01121	0.325743	0.474139	0.032717	0.052518	0	0	1.69049	0.498611	2.47571	0.62968	0.720977	3.23648
Limnobacter	6.511981	3.988343	6.759999	0.140519	0.237026	1.133071	0.039771	0.159681	0.27152	2.215017	3.319617	20.5035	0.764037	6.902083	5.555571
Litoreibacter	19.91304	28.22311	35.33055	183.2434	111.5733	100.4693	89.957707	26.258409	30.763936	1.513572	5.367686	1.904597	0	0.784195	0.095449
Longimicrobium	0	0	0.030517	0.107162	0.010909	0	0	0	0	1.682239	0.920153	16.648326	0.739147	1.153069	1.7479
Luteimonas	0.18122	0.061809	0	0.046431	0.008935	0.102207	0.082096	0.407047	0.222375	0.125472	0.098097	0	0	0	0.035343
Lutibacter	0	0	0	0	0.012446	0	0.466119	0.143362	0.523294	0	0	0.332111	0	0	0
Lutibaculum	0	0.028416	0	0	0	0	0.075468	1.29017	0.134846	0	0.706115	0.860784	1.052932	1.9145	4.921458
Lutimaribacter	0	0	0	0.113724	0	0	0.134993	0	0	0.311551	0.476361	3.73648	1.46135	10.7886	14.3884
Lysobacter	0	0	0.025073	0	0	0	0.889801	0.096008	0.489387	0	0.185171	0.05559	0	0	0
Mameliella	21.9128	2.36594	2.609	34.733	19.3818	20.9118	8.79748	69.0646	16.1602	24.837028	3.774116	9.7328	2.894162	9.431942	13.8438
Mangrovimonas	0	0	0	0	0	0	0.956833	0.325388	0.719585	0	0	0.377244	0	0	0
Maribacter	28.0987	3.13526	4.89172	12.51877	3.924471	2.17716	0.674179	0.40708	0.499233	1.700001	0.841513	0.119272	3.90532	2.36861	1.281573
Maribellus	0	0	0	0	0	0	0	0	0	0.174044	0.134275	11.7262	0	0.151607	0.171148
Maricaulis	0	0	0	0	0	0	0	0	0	21.72311	5.503502	10.9529	1.409923	1.433089	5.107153
Mariluticola	0	0	0	0	0	0	0	0	0	0.906789	0.684873	1.1103	0.384665	0.589644	0.880368
Marinibacterium	0	0	0	0	0	0	0	0	0	1.6063	0.919226	5.678049	1.941929	10.162787	11.294864
Marinicauda	0	0	0	0.039339	0.022933	0.046807	0	0	0	71.300832	40.340824	34.2319	6.461717	4.978429	16.800301
Mariniphaga	0.066728	0	0.025869	0.618207	0.53306	0.076105	0	0	0	2.15684	0.720828	2.69361	1.01554	0.863887	3.10676
Marinobacter	4689.846361	7507.832592	6280.581886	419.247823	396.13268	599.166913	5.690208	11.137678	9.445642	0.928086	0.672154	1.909636	1.240354	0.065589	0.64602
Marinoscillum	0	0.015354	0.118094	0	0.018291	0.009599	1.511349	0	0.130258	15.709746	5.215784	619.1796	1.160954	5.871944	7.077591
Marinovum	0	0	0	0	0	0	0	0	0	3.236966	0.478288	2.386865	2.01461	4.875023	8.750489
Maritalea	0	0	0	0	0	0	0	0	0	2.35349	0.458752	2.29705	3.068845	5.365168	7.510582
Maritimibacter	0	0	0.013877	0	0	0	0	0	0	70.939858	6.329342	35.346844	10.614863	22.458867	27.141342
Marivirga	14.5195	1.72766	3.57217	8.071555	2.461198	1.517434	0.399791	0	0.124884	2.178727	2035.83474	812.33311	4.4266	101.274804	164.946173
Marivita	227.21896	21.886081	28.81777	274.52186	177.30723	191.274419	67.27634	565.5464	161.47333	217.762278	58.30222	72.98274	46.706395	26.671357	23.554183
Marmoricola	0	0	0	0	0	0	0	0.197872	0	0.501622	0	0.229255	0.087004	0.031282	0.14037
Martelella	0	0	0	0	0	0	0	0	0	3.367837	1.18663	25.542598	0.54957	1.551155	1.827179
Mesorhizobium	9.842508	0.886337	2.141584	9.312536	5.370065	1.28642	26.728705	148.184174	104.452147	48.027368	58.07239	39.051783	163.266437	362.868009	657.070734
Methylobacterium	0	0	0	0	0	0	0	0	0	0	0.870389	0	0	0	0
Methyloceanibacter	0	0	0	2.08774	3.36545	7.50492	0	0	0	0.614357	15.453381	1.692163	5.408037	25.280492	31.913693
Methylocystis	0	0	0	0	0	0	0	0	0	1.26463	1.28141	0.105556	1.03564	0.945786	0.579714
Methyloversatilis	9.193182	1.607449	2.222555	5.716403	0.970395	7.433953	6.192506	23.523338	13.129809	18.617596	10.972497	17.968677	0.751718	0.32475	0.230802
Microbacterium	0	0	0	0	0	0	0	0	0	0.77136	0.281515	0.1714	0	0.048296	0
Microbaculum	0	0	0	0	0	0	0	0	0	0.095631	0	0	2.27008	0.16669	0.026844
Microtetraspora	0	0	0	0	0	0	0	0	0	0	0	0.662791	0.132669	0	0.81357
Microvirga	0	0	0	0	0	0	0	0	0	0	0	1.20273	0.375557	0	0
Mongoliitalea	34.5197	10.1638	19.7662	47.3231	49.1092	19.1876	19.7946	41.7963	32.8248	11.2258	11.5229	23.88	1.39499	1.44489	1.2504
Mycobacterium	0	0	0	0	0	0	0	0	0	0	0	0.644136	0.246832	0.01907	1.35855
Nesterenkonia	0	0	0	0	0	0	0	0	0	2.64372	0	0	0	0	0
Nevskia	0	0.142808	0.051053	0	0.024876	0	2.122347	0	5.435434	0	0.894813	0	0	0	0
Nitratireductor	0.768884	0.136916	0.081931	0.066201	0.133765	0.527679	3.248765	12.55561	13.963167	176.742804	189.303027	311.829402	301.788598	819.594153	510.003394
Nitriliruptor	0	0	0	0	0	0	0	0	0	0	0	0.715089	0.066787	0	1.00306
Nocardioides	1.48271	0	0	0	0.173739	0.536059	0.239859	9.041628	5.054003	0.994418	2.541563	3.665436	0.98558	3.526842	0.44935
Nocardiopsis	0	0	0	0	0	0	0	0	0	1.07862	0.050133	1.90446	0.768566	1.22101	1.0732
Nonomuraea	0	0	0	0.010976	0	0	0.019295	0.193181	0	0.146646	0.124587	0.055913	0.087203	0.087295	0.066324
Novosphingobium	0	0	0	0	0	0	0.62408	0	1.58636	0	0.069032	0	0.702766	0.137725	0
Oceanibaculum	0	0	0	0	0.034885	0.078107	0	0	0	474.97624	7.039331	2.976145	55.410778	1.70326	0.220806
Oceanicaulis	0	0.010925	0.025294	0.260619	0.049107	0.080753	0.199331	0	1.230374	241.084062	281.609488	127.61727	18.068483	15.594521	35.471574
Oceanicella	0	0	0	0	0	0	0	0	0	0.174831	0	1.86811	0.764831	5.17808	9.99564
Oceanicola	0	0	0	0.427403	0.413104	0.71849	0.095837	0	0	0.599471	0	0	1.3182	3.69182	0
Oceaniradius	67.13619	8.564673	27.680998	121.27332	70.73727	18.094445	180.94995	1059.6702	515.5268	461.2263	497.403	110.5895	1058.37248	635.4947	533.64482
Oceanithermus	0	0	0	0.239893	0.53114	0.277596	0	0	0	0	0.160304	0	0	0	0
Oceanococcus	0	0.017347	0.031695	0	0	0	1.733606	0.176749	0.789469	0.264728	0.154072	0.300353	0.083966	0.04536	0
Oricola	12.51024	1.310583	4.333723	20.04303	12.36348	2.628123	29.09226	176.2702	81.8344	66.883038	82.172853	20.353097	169.853724	107.956896	99.726524
Ornithinimicrobium	0	0	0	0	0	0	0	0	0	0	0	1.13237	0.171748	0	1.14342
Owenweeksia	0	0	0	0.021469	0.030195	0	6.076247	0.861734	4.894974	0.800005	0.23169	16.105043	0	0.02849	0.032018
Paenibacillus	0	0	0	0	0	0	0	0	0	0.588836	0.178727	0	0.081632	0.117453	0
Palleronia	0	0	0	0	0	0	0	0	0	0.100388	1.000105	2.80319	1.822698	6.55033	10.1035
Panacagrimonas	0	0	0.088676	0	0	0	0.882511	0	1.52015	0	0.312541	0	0	0	0
Pannonibacter	0	0	0	0	0	0	0	0	0	1.58534	0.942632	0	0.384068	1.08157	0.147381
Paracoccus	0	0.035294	0.019317	0.202117	0	0	0	2.25241	0	84.705766	21.936886	107.123693	21.114518	39.255827	36.988807
Paradevosia	0	0	0	0	0	0	0	0	0	0.476751	0.038786	1.08013	0.461708	0.718908	0.497203
Paraflavitalea	0	0	0	0	0	0	2.45946	0	6.74794	0	0	0	0	0	0
Parahaliea	0	0	0	0	0	0	0	0	0	0.202561	0.033325	0	0.350266	0.185524	0.338969
Parapedobacter	18.2018	2.53924	2.99229	10.5662	2.35964	1.44245	0.369501	0.89587	0	2.43149	0.142785	0.648798	3.24819	1.35717	1.43824
Paraperlucidibaca	0	0	0	0	0	0	0.075468	0.552929	0	0	0.235613	0.533816	0.107516	0.145038	0.032589
Pararhodobacter	0	0	0	0	0	0	0	0	0	13.4474	0.03161	2.96119	1.43209	0.07526	0.989838
Parasphingopyxis	2.86682	0.175686	0.877114	4.74766	2.66787	0.776399	8.70952	42.8787	20.411	16.9142	19.8206	5.82496	38.8139	23.7515	21.7312
Parvibaculum	0.026328	0.192099	0.22492	0.109732	0.063588	0.127788	0	0.210799	3.040308	198.970995	130.272142	80.385844	103.063944	123.324628	61.735821
Parvularcula	0	0	0	0.029303	0	0	0	0	0	4.63518	1.46338	1.97571	0.332792	2.16538	0.842991
Patulibacter	0	0	0	0	0	0	0	0	0	0	0.303256	0	0	0	0.174403
Pedobacter	0	0	0.006056	0.03579	0.012266	0	0.749952	0.527398	1.317272	0.144728	0	10.481229	0.016633	0.053983	0.101814
Pelagerythrobacter	0	0	0	0	0	0	0.258881	0.59206	1.77889	0	0	0	0.493494	0	0
Pelagibacterium	0	0	0	0	0	0	0.790514	0.23722	0	200.886041	37.51044	106.244485	63.095187	72.783619	86.66402
Pelagimonas	1.10251	3.27201	6.23022	14.4785	35.702	36.6937	73.4931	25.7955	50.5747	14.8508	19.9508	3.86208	0.131991	0.211678	0
Phaeobacter	1.49683	0.218302	0.729878	3.90233	2.05823	0.768526	6.23261	37.9257	15.5535	14.1791	18.3027	2.97699	33.8469	21.1209	19.3668
Phaeocystidibacter	0	0	0	0.361839	0.059585	0	6.34753	1.272329	3.782525	0	0	2.696656	0	0	0
Phaeodactylibacter	0	0	0	0	0	0	0.460066	0	0.069291	0	0.091771	0	0	0	0
Phycisphaera	0.035132	0	0	0	0	0.058984	0	0	0.107548	61.49731	68.18008	21.842715	446.6324	476.5348	56.31686
Phyllobacterium	0	0	20.519673	0	19.633869	0	0	0	0	3.784255	2.200818	2.019417	0.942486	0	0.154671
Phytoactinopolyspora	0	0	0	0	0	0	0	0	0	0	0	0	0	0.657246	0
Pigmentiphaga	0	0	0	0	0	0	0	0	0	0.864518	0.080041	0.81623	0.349793	0.820921	0.631065
Pikeienuella	6.21848	0.516815	1.07838	9.32174	7.93558	5.54557	2.12116	15.5194	6.15117	5.45353	1.32562	2.59473	0.090814	0.390285	0.108273
Polyangium	0	0	0.01196	0	0	0	0.056215	0	0	0.603719	1.33133	1.60352	4.11	5.15135	8.50599
Polycyclovorans	0	0.674118	0.245487	0.064167	0.039759	0	10.512456	1.368904	7.808363	1.822636	3.584353	2.027028	0.114142	0.05732	0.268293
Polynucleobacter	0	0.069568	0.038118	0	0.019029	0	0	0	0	0	0	0.259519	0	0.035715	0.039951
Ponticaulis	0	0	0	0	0	0	0	0	0	3.45494	0.94193	2.21243	0.352261	0.203688	0.782819
Portibacter	0	0.044774	0.048359	0.336477	0.328461	0.172743	0.596694	0.728911	0.133308	1.27205	0.632191	2.033382	0.76471	0.466614	2.85005
Poseidonocella	0	0	0	0	0	0	0	0	0	0	0.214589	2.9455	1.41816	7.08647	11.7497
Prolixibacter	0	0	0.010509	0	0	0.030574	0	0	0	0	12.648	4.63484	0	0.635708	1.37464
Proteus	0	0	0	0.960014	0	1.07212	0	9.21654	0	0	0	0	0	0	0
Pseudoalteromonas	0	0	0.039087	0	0	0	0	0	0.352971	0	0.597763	0	0	0	0
Pseudolabrys	0	0	0	0	0	0	0	0	0	1.98411	0.835452	17.4191	0.622392	1.06674	1.28687
Pseudomonas	2.793101	0	0.829252	0.215274	0.779183	0.703122	0	0.808037	0	4.306487	1.368204	3.417528	0.375617	0.330745	0.179656
Pseudonocardia	0	0	0	0	0	0	1.76162	0	0	0.262558	0.297928	0.247711	0.132463	0.05217	0.192495
Pseudooceanicola	0	0	0	0	0	0	0	0	0	3.742818	6.045587	3.177145	1.758631	31.953177	1.39457
Pseudoponticoccus	0	0	0	0	0	0	0	0	0	1.81522	0.305904	0.550975	0.040312	0.218233	0.016501
Pseudoruegeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0.958365	0
Pseudovibrio	0	0	0	0	0	0	0	0	0	0.355173	0	0	0.195895	0.105975	0.13994
Psychroflexus	0	0	0.014365	0	0	0	0	0	0	0	16.0949	7.06644	0	0.863107	1.23644
Pukyongiella	0	0	0	0	0	0	0	0	0	3.09518	0	1.85036	0.073153	0.0781	0
Putridiphycobacter	0	0	0	0	0.006953	0	0.474102	0.39341	0.4007	0	0	0.364429	0	0	0
Qipengyuania	0.111663	0	0	0.019042	0.007375	0	2.067974	2.852268	5.732126	2.728409	1.533296	0.55853	2.213453	0.550404	0.052085
Quisquiliibacterium	0	0.151358	0.038566	0	0	0	0	0	1.39202	0	0.147419	0.543262	0	0	0
Ramlibacter	0	0	0.226159	1.41896	0	0	1.41151	0	0	0	0.593479	0	0	0	0
Rheinheimera	0	0	0	0	0	0	0.031374	0	0	0.095668	0	0	0.087708	0.059387	0.08097
Rhizobium/Agrobacteriumgroup	11.40624	0.227515	7.594263	14.389727	13.802852	3.489366	23.232776	116.54494	67.217328	68.716564	83.465514	43.010846	168.639894	108.710548	106.04113
Rhodobacter	0	0	0	0	0	0	0	0	0	1.672386	0.943433	4.56599	3.5409	13.4999	18.271121
Rhodobium	0	0	0	0	0	0	0	0	0	0.754049	0	0	1.32987	0.128225	0
Rhodoligotrophos	0	0	0	0	0	0	0	0	0	0	0.261882	0	0	0	0.164929
Rhodophyticola	8.74014	0.600624	2.9633	10.18956	6.3457	1.25451	14.92029	96.9482	51.3008	42.107	50.1256	8.62263	93.6232	56.7839	51.2673
Rhodovulum	0	0	0	0	0	0	0.052518	0	0	2.34364	0.166204	1.709182	7.3746	0.650577	1.94641
Robertkochia	32.8014	4.86075	7.00773	18.08858	5.83407	3.04334	0.773445	1.621264	0.547113	4.09932	0.596212	0.192485	6.98199	2.59795	2.203238
